"chain_name","seed_id","imitation_id","text","n","is_english"
"glass",35,554,"reh-eh",2,0
"glass",35,554,"reheh",2,0
"glass",35,554,"brah-ant",1,0
"glass",35,554,"losenoise",1,0
"glass",35,554,"raaaant-aaant",1,0
"glass",35,554,"rah-eh",1,0
"glass",35,554,"rahe",1,0
"glass",35,554,"raheuh",1,0
"glass",35,554,"rahh-ahh",1,0
"glass",35,554,"rant-ant",1,0
"glass",35,554,"re-eh",1,0
"glass",35,554,"reanean",1,0
"glass",35,554,"reant ent",1,0
"glass",35,554,"redit",1,0
"glass",35,554,"reenteent",1,0
"glass",35,554,"reh eh",1,0
"glass",35,554,"reheanhh",1,0
"glass",35,554,"reint",1,0
"glass",35,554,"renit",1,0
"glass",35,554,"rentehh",1,0
"glass",35,554,"ri-ih",1,0
"glass",35,554,"riheh",1,0
"glass",35,554,"rit it",1,0
"glass",35,554,"weye-eh",1,0
"glass",35,554,"wret-et",1,0
"glass",36,36,"tink",2,0
"glass",36,36,"chank",1,0
"glass",36,36,"cleek",1,0
"glass",36,36,"cliq",1,0
"glass",36,36,"cucked",1,0
"glass",36,36,"dink",1,0
"glass",36,36,"glassbonk",1,0
"glass",36,36,"kading",1,0
"glass",36,36,"kaplink",1,0
"glass",36,36,"kerk",1,0
"glass",36,36,"titit",1,0
"glass",36,36,"tl",1,0
"glass",36,36,"tling",1,0
"glass",36,36,"tlink",1,0
"glass",36,36,"tsink",1,0
"glass",36,556,"weeoo",2,0
"glass",36,556,"weeooh",2,0
"glass",36,556,"weyou",2,0
"glass",36,556,"wayew",1,0
"glass",36,556,"wayio",1,0
"glass",36,556,"wayo",1,0
"glass",36,556,"wayoh",1,0
"glass",36,556,"wayoo",1,0
"glass",36,556,"wayyo",1,0
"glass",36,556,"wee-eew",1,0
"glass",36,556,"weeoh",1,0
"glass",36,556,"weeohhh",1,0
"glass",36,556,"weewoo",1,0
"glass",36,556,"weeyo",1,0
"glass",36,556,"weeyoo",1,0
"glass",36,556,"weeyou",1,0
"glass",36,556,"weiyo",1,0
"glass",36,556,"wheeoooh",1,0
"glass",36,556,"wiyou",1,0
"glass",37,37,"dink",2,0
"glass",37,37,"tink",2,0
"glass",37,37,"buink",1,0
"glass",37,37,"claink",1,0
"glass",37,37,"climpk",1,0
"glass",37,37,"clinksha",1,0
"glass",37,37,"diunk",1,0
"glass",37,37,"glink",1,0
"glass",37,37,"ignk",1,0
"glass",37,37,"kling",1,0
"glass",37,37,"pingg",1,0
"glass",37,37,"tingk",1,0
"glass",37,37,"tronk",1,0
"glass",37,37,"tunck",1,0
"glass",37,562,"guroak",2,0
"glass",37,562,"baroke",1,0
"glass",37,562,"bbbrrrroookkkee",1,0
"glass",37,562,"betwoolrullelk",1,0
"glass",37,562,"brrroke",1,0
"glass",37,562,"brrrokuh",1,0
"glass",37,562,"brrrr-oke",1,0
"glass",37,562,"brrrr-roke",1,0
"glass",37,562,"brrrrroke",1,0
"glass",37,562,"brrrrrrroke",1,0
"glass",37,562,"burroke",1,0
"glass",37,562,"grrohak",1,0
"glass",37,562,"mrope",1,0
"glass",37,562,"orump",1,0
"glass",37,562,"tuh urwoah tuh",1,0
"glass",37,562,"varroak",1,0
"glass",37,562,"veroke",1,0
"glass",37,562,"vrrroke",1,0
"glass",37,562,"weroake",1,0
"glass",37,562,"werrock",1,0
"glass",37,562,"whurrult",1,0
"tear",38,38,"bishuw",1,0
"tear",38,38,"buyik",1,0
"tear",38,38,"creech",1,0
"tear",38,38,"crizzz",1,0
"tear",38,38,"crrrick",1,0
"tear",38,38,"crruuuh",1,0
"tear",38,38,"iip",1,0
"tear",38,38,"kafrip",1,0
"tear",38,38,"knssss",1,0
"tear",38,38,"korowhe-re",1,0
"tear",38,38,"kqui",1,0
"tear",38,38,"phhhhhhiiiiii",1,0
"tear",38,38,"pllllllllllllll",1,0
"tear",38,38,"psuu-uhit",1,0
"tear",38,38,"qwwurrrp",1,0
"tear",38,38,"skarp",1,0
"tear",38,38,"skrit",1,0
"tear",38,38,"ssssrrip",1,0
"tear",38,38,"tdizuuit",1,0
"tear",38,38,"wrrrrrruuurrrrrrrrrrrrrriiippppppppppp",1,0
"tear",38,38,"zazee",1,0
"tear",38,38,"ztlulllra",1,0
"tear",38,38,"zzzzip",1,0
"tear",38,38,"zzzzuhrrrip",1,0
"tear",38,552,"chh chh",2,0
"tear",38,552,"ch-shhh ch-shhh",1,0
"tear",38,552,"chchh",1,0
"tear",38,552,"cheecheea",1,0
"tear",38,552,"cheehcheeh",1,0
"tear",38,552,"chh-chh",1,0
"tear",38,552,"chhchh",1,0
"tear",38,552,"chhhee chhhee",1,0
"tear",38,552,"chhhhchhhh",1,0
"tear",38,552,"chhhheatchhhheat",1,0
"tear",38,552,"chhhhtchhhht",1,0
"tear",38,552,"schee",1,0
"tear",38,552,"schuit",1,0
"tear",38,552,"shish",1,0
"tear",38,552,"shishi",1,0
"tear",38,552,"shtcht",1,0
"tear",38,552,"steambrake",1,0
"tear",38,552,"tashhht",1,0
"tear",39,39,"clickadrag",1,0
"tear",39,39,"cliflika",1,0
"tear",39,39,"crisshhh",1,0
"tear",39,39,"kitzee",1,0
"tear",39,39,"kizzle",1,0
"tear",39,39,"kuhssssssuit",1,0
"tear",39,39,"kuhzip",1,0
"tear",39,39,"kureep",1,0
"tear",39,39,"kushhh",1,0
"tear",39,39,"kuuhuhuu",1,0
"tear",39,39,"richipit",1,0
"tear",39,39,"shrish",1,0
"tear",39,39,"stusstt",1,0
"tear",39,39,"tarip",1,0
"tear",39,39,"tashir",1,0
"tear",39,510,"*click*ah-chh-chh-chhooo",1,0
"tear",39,510,"a-ch-ch-ewwwww",1,0
"tear",39,510,"ach-ch-choew",1,0
"tear",39,510,"achechecheww",1,0
"tear",39,510,"acheecheeoooo",1,0
"tear",39,510,"achew",1,0
"tear",39,510,"achhh shhh shhuuuu",1,0
"tear",39,510,"achichechou",1,0
"tear",39,510,"achichish",1,0
"tear",39,510,"achooachooachooachoo",1,0
"tear",39,510,"achoochooshooo",1,0
"tear",39,510,"achoshoo",1,0
"tear",39,510,"ahchuchuchuu",1,0
"tear",39,510,"ahtscheetscheeeoooo",1,0
"tear",39,510,"aschooschooschooh",1,0
"tear",39,510,"bademachechesheueu",1,0
"tear",39,510,"echhuuu chuuuu chuuuuu",1,0
"tear",39,510,"hachoochoochoooo",1,0
"tear",39,510,"huchuchuew",1,0
"tear",39,510,"huh-cheh-cheh-sheeoohw",1,0
"tear",39,510,"kadunkacshooshoooo",1,0
"tear",39,510,"phutta-achoochoochoooo",1,0
"tear",39,537,"chouchouchouchou",1,0
"tear",39,537,"clchclchclchclchww",1,0
"tear",39,537,"crkshrooshrooshroo",1,0
"tear",39,537,"fuiwuiwuiwui",1,0
"tear",39,537,"ktchktchktchktch",1,0
"tear",39,537,"kwkwekwkwkwe",1,0
"tear",39,537,"mouthgunshots",1,0
"tear",39,537,"pewpewpew",1,0
"tear",39,537,"phewphewphew",1,0
"tear",39,537,"pish",1,0
"tear",39,537,"piwilwilwil",1,0
"tear",39,537,"pshewpshewpshewpshew",1,0
"tear",39,537,"pshpshpshpshew",1,0
"tear",39,537,"qqqqqsh",1,0
"tear",39,537,"quish",1,0
"tear",39,537,"scrcrcrcr",1,0
"tear",39,537,"shoshosho",1,0
"tear",39,537,"whewhewhewheww",1,0
"tear",39,537,"whishy-washy",1,0
"tear",39,543,"cheeoooo",1,0
"tear",39,543,"cheeuyoooough",1,0
"tear",39,543,"cheume",1,0
"tear",39,543,"chewallll",1,0
"tear",39,543,"chhh-kkoooooo",1,0
"tear",39,543,"chhooo",1,0
"tear",39,543,"chooah",1,0
"tear",39,543,"choooo",1,0
"tear",39,543,"chooooq",1,0
"tear",39,543,"choow",1,0
"tear",39,543,"choowww",1,0
"tear",39,543,"chou",1,0
"tear",39,543,"chouce",1,0
"tear",39,543,"chouroue",1,0
"tear",39,543,"chouuuw",1,0
"tear",39,543,"chuuuu",1,0
"tear",39,543,"kkkaachoooo",1,0
"tear",39,543,"phew-phew",1,0
"tear",39,543,"qqcchhooooo",1,0
"tear",39,543,"scheeew",1,0
"tear",39,543,"schoock",1,0
"tear",39,543,"schooooo",1,0
"tear",39,543,"schrooohhhhh",1,0
"tear",39,543,"schwooooosh",1,0
"tear",39,543,"sheekooh",1,0
"tear",39,543,"shhhhhewwwwww",1,0
"tear",39,543,"shoosht",1,0
"tear",39,543,"shrooom",1,0
"tear",39,543,"sqqrrr",1,0
"tear",39,543,"tchew",1,0
"tear",39,543,"tchooohh",1,0
"tear",39,543,"tchyuuuhuuu",1,0
"tear",39,543,"tschoooh",1,0
"tear",39,543,"tschwooooooooo",1,0
"tear",39,543,"tsuuunquuuu",1,0
"tear",39,560,"a chechyu",1,0
"tear",39,560,"a-chitch-shu",1,0
"tear",39,560,"achechchu",1,0
"tear",39,560,"achechew",1,0
"tear",39,560,"achechhh-shu",1,0
"tear",39,560,"achechsshshshshoooo",1,0
"tear",39,560,"achechu",1,0
"tear",39,560,"achedtshhhooo",1,0
"tear",39,560,"achetshooo",1,0
"tear",39,560,"achetshue",1,0
"tear",39,560,"achetssue",1,0
"tear",39,560,"achichoo",1,0
"tear",39,560,"achichuwe",1,0
"tear",39,560,"achishoe",1,0
"tear",39,560,"achitchu",1,0
"tear",39,560,"ahchich-choo",1,0
"tear",39,560,"ashechechu",1,0
"tear",39,560,"atitchoo",1,0
"tear",39,560,"attetchuw",1,0
"tear",39,560,"ititchum",1,0
"tear",39,560,"pachechu",1,0
"tear",40,40,"slup",2,0
"tear",40,40,"*crrrrrrrrck*",1,0
"tear",40,40,"cree",1,0
"tear",40,40,"fipt",1,0
"tear",40,40,"meoupp",1,0
"tear",40,40,"palith",1,0
"tear",40,40,"qrrrrpp",1,0
"tear",40,40,"rappp",1,0
"tear",40,40,"rrrppppppppppp",1,0
"tear",40,40,"schlooip",1,0
"tear",40,40,"scrit",1,0
"tear",40,40,"shripp",1,0
"tear",40,40,"shweee",1,0
"tear",40,40,"shwert",1,0
"tear",40,40,"shwoi",1,0
"tear",40,40,"slurss",1,0
"tear",40,40,"visssh",1,0
"tear",40,559,"schoo",2,0
"tear",40,559,"cheoo",1,0
"tear",40,559,"chhhhhheeeeeee-oo",1,0
"tear",40,559,"chhhhhhewwwe",1,0
"tear",40,559,"chiew",1,0
"tear",40,559,"schew",1,0
"tear",40,559,"schooo",1,0
"tear",40,559,"schoop",1,0
"tear",40,559,"schwish",1,0
"tear",40,559,"sheeeeeooowwooo",1,0
"tear",40,559,"sheeew",1,0
"tear",40,559,"sheeou",1,0
"tear",40,559,"sheero",1,0
"tear",40,559,"sheuw",1,0
"tear",40,559,"shhhew",1,0
"tear",40,559,"shhhheww",1,0
"tear",40,559,"shhhhheeeeooow",1,0
"tear",40,559,"shhhhhoooooooo",1,0
"tear",40,559,"shiiiiiyew",1,0
"tear",40,559,"shirw",1,0
"tear",40,559,"sssshhhhhheeeeeeoooo",1,0
"tear",40,559,"ssssssssshhhhhooooooo",1,0
"tear",40,559,"ticshew",1,0
"tear",40,559,"whooser",1,0
"tear",40,567,"bdumdum schweww dum",1,0
"tear",40,567,"heyeew",1,0
"tear",40,567,"hwuh",1,0
"tear",40,567,"kheeyouh",1,0
"tear",40,567,"kkkaou",1,0
"tear",40,567,"pheew",1,0
"tear",40,567,"phshhhhho",1,0
"tear",40,567,"sheeow",1,0
"tear",40,567,"shewp",1,0
"tear",40,567,"sssheeeoooh",1,0
"tear",40,567,"thunk thum sheeeooowh",1,0
"tear",40,567,"weefwweeeooo",1,0
"tear",40,567,"wheeeeeew",1,0
"tear",40,567,"wheuw",1,0
"tear",40,567,"whewww",1,0
"tear",40,567,"whihhhh",1,0
"tear",40,567,"whoo",1,0
"tear",40,567,"woohhhhh",1,0
"tear",41,41,"chraw",1,0
"tear",41,41,"chrrrrup",1,0
"tear",41,41,"crish",1,0
"tear",41,41,"frarr",1,0
"tear",41,41,"gweeshhhht",1,0
"tear",41,41,"huhwish",1,0
"tear",41,41,"pfff",1,0
"tear",41,41,"pufft",1,0
"tear",41,41,"rrrrip",1,0
"tear",41,41,"schwoo",1,0
"tear",41,41,"sheerk",1,0
"tear",41,41,"shhhher",1,0
"tear",41,41,"shrash",1,0
"tear",41,41,"ssscrrriii",1,0
"tear",41,41,"zeeeep",1,0
"tear",41,514,"saowoh",1,0
"tear",41,514,"sewww",1,0
"tear",41,514,"soahoooo",1,0
"tear",41,514,"sohhh",1,0
"tear",41,514,"sooo....",1,0
"tear",41,514,"sooooo",1,0
"tear",41,514,"soooooh",1,0
"tear",41,514,"sooooooo",1,0
"tear",41,514,"sooow",1,0
"tear",41,514,"suhn",1,0
"tear",41,514,"summ",1,0
"tear",41,514,"suub",1,0
"tear",41,522,"sheah",3,0
"tear",41,522,"sheyah",2,0
"tear",41,522,"shiyah",2,0
"tear",41,522,"cheea",1,0
"tear",41,522,"cheeaa",1,0
"tear",41,522,"cheeyah",1,0
"tear",41,522,"chia",1,0
"tear",41,522,"schiya",1,0
"tear",41,522,"sheay",1,0
"tear",41,522,"sheeaa",1,0
"tear",41,522,"sheeeaaah",1,0
"tear",41,522,"sheeya",1,0
"tear",41,522,"sheeyaa",1,0
"tear",41,522,"sheya",1,0
"tear",41,522,"shiiaap",1,0
"tear",41,522,"shiyaab",1,0
"tear",41,522,"tchiah",1,0
"tear",41,527,"shhhh",3,0
"tear",41,527,"shhhhh",3,0
"tear",41,527,"shhhhhh",3,0
"tear",41,527,"shhhhhhh",2,0
"tear",41,527,"shhhhhhhhhhh",2,0
"tear",41,527,"pshuh",1,0
"tear",41,527,"psshhhh",1,0
"tear",41,527,"sheeshee",1,0
"tear",41,527,"shhe",1,0
"tear",41,527,"shhh",1,0
"tear",41,527,"shhhhhhhhh",1,0
"tear",41,527,"shhhhhhhhhhhh",1,0
"tear",41,527,"shhhhhhhhhhhhhh",1,0
"tear",41,527,"shshshshshshshshs",1,0
"tear",41,527,"sshhhh",1,0
"tear",41,527,"sssshhh",1,0
"tear",41,527,"ssssshhhhhh",1,0
"tear",41,546,"dum tss dum",1,0
"tear",41,546,"dunkszs",1,0
"tear",41,546,"ffef",1,0
"tear",41,546,"fussshhh",1,0
"tear",41,546,"hassses",1,0
"tear",41,546,"hissy",1,0
"tear",41,546,"shishshi",1,0
"tear",41,546,"shsas",1,0
"tear",41,546,"sii",1,0
"tear",41,546,"sisss",1,0
"tear",41,546,"sizs",1,0
"tear",41,546,"sprizzle",1,0
"tear",41,546,"ssekk",1,0
"tear",41,546,"ssss",1,0
"tear",41,546,"ssssss",1,0
"tear",41,546,"sssssssss",1,0
"tear",41,546,"ssssssssss",1,0
"tear",41,546,"sssssssstttppp",1,0
"tear",41,546,"ssssst",1,0
"tear",41,546,"su-iss",1,0
"tear",41,546,"suddip",1,0
"tear",41,546,"suhhhh",1,0
"tear",41,546,"suss",1,0
"tear",41,546,"tshhh",1,0
"tear",41,546,"tss",1,0
"tear",41,546,"tsssssp",1,0
"tear",41,546,"tsssssseeee",1,0
"tear",41,546,"tssssssss",1,0
"water",42,42,"blorgh",1,0
"water",42,42,"foovo",1,0
"water",42,42,"ploosh",1,0
"water",42,42,"pushawater",1,0
"water",42,42,"shplush",1,0
"water",42,42,"splooaoo",1,0
"water",42,42,"sploonge",1,0
"water",42,42,"splowsh",1,0
"water",42,42,"spluush",1,0
"water",42,42,"uluup",1,0
"water",42,42,"wellow",1,0
"water",42,42,"wishaz",1,0
"water",42,518,"everlutia",2,0
"water",42,518,"inverlusia",2,0
"water",42,518,"eaverlusha",1,0
"water",42,518,"eeverlusha",1,0
"water",42,518,"eeverlutier",1,0
"water",42,518,"evalusha",1,0
"water",42,518,"everlucia",1,0
"water",42,518,"everlusha",1,0
"water",42,518,"evolusha",1,0
"water",42,518,"evolutia",1,0
"water",42,518,"inverlusha",1,0
"water",42,518,"inverlushia",1,0
"water",42,531,"ahvuurh",1,0
"water",42,531,"aluhuhuh",1,0
"water",42,531,"ammmmrrr",1,0
"water",42,531,"amnolaww",1,0
"water",42,531,"amorp",1,0
"water",42,531,"amuutt",1,0
"water",42,531,"amvrr",1,0
"water",42,531,"arguma",1,0
"water",42,531,"brrrrp",1,0
"water",42,531,"cadnou",1,0
"water",42,531,"cuturrup",1,0
"water",42,531,"hummnurrurrurrh",1,0
"water",42,531,"i'm nurut",1,0
"water",42,531,"murrrp",1,0
"water",42,531,"omnamah",1,0
"water",42,531,"omnerver",1,0
"water",42,563,"chewchewshewa",1,0
"water",42,563,"chewscutcutsew",1,0
"water",42,563,"chicochicochicochico",1,0
"water",42,563,"chochocchoocho",1,0
"water",42,563,"chochochocho",1,0
"water",42,563,"chockakaka",1,0
"water",42,563,"chogugoshcheoo",1,0
"water",42,563,"choochoochoochoo",1,0
"water",42,563,"choooo chooo chooo choooo",1,0
"water",42,563,"chooskoochoo",1,0
"water",42,563,"chu-chu-chu-chu",1,0
"water",42,563,"chuchuchuchu",1,0
"water",42,563,"chuckchuckchukchu",1,0
"water",42,563,"chunshumchunshum",1,0
"water",42,563,"gshoogshoogshoogshoo",1,0
"water",42,563,"luck ju ju ju ju luck",1,0
"water",42,563,"schgoschgoschgoscho",1,0
"water",42,563,"shoshopchuchu",1,0
"water",42,563,"shuckchuchuyukchu",1,0
"water",42,563,"yodumbdumbshoe",1,0
"water",42,563,"zhoezhoezhoezhoe",1,0
"water",43,43,"*splishsplashsplishsplishsplash*",1,0
"water",43,43,"chechu",1,0
"water",43,43,"dshhh",1,0
"water",43,43,"fleeflyflitflitflitflower",1,0
"water",43,43,"flewell",1,0
"water",43,43,"grhhh gru gru gru",1,0
"water",43,43,"hihwll-hih-hih-hih",1,0
"water",43,43,"kersplashitysplash",1,0
"water",43,43,"sflsssssssshssssssssh",1,0
"water",43,43,"shhhlllllrrr",1,0
"water",43,43,"shhpsh",1,0
"water",43,43,"shshsh",1,0
"water",43,43,"spew-pew",1,0
"water",43,43,"spliliruln",1,0
"water",43,43,"splishylash",1,0
"water",43,43,"sploosh",1,0
"water",43,43,"splosh",1,0
"water",43,43,"splursh",1,0
"water",43,43,"swimly",1,0
"water",43,43,"trinkle",1,0
"water",43,43,"wawas",1,0
"water",43,43,"whhwhhwhhwhh",1,0
"water",43,43,"wooshhwooosh",1,0
"water",43,43,"wwowora",1,0
"water",43,511,"cheewpeepeepyuhpyuh",1,0
"water",43,511,"cheiopshpshcheiopsh",1,0
"water",43,511,"cheow",1,0
"water",43,511,"chew spish spiw spew spiw",1,0
"water",43,511,"cuepeeshpeeshcuepew",1,0
"water",43,511,"cuepsstpsstpeupeu",1,0
"water",43,511,"cxewpepeecxhewcxhew",1,0
"water",43,511,"keeyupshpshpwepwew",1,0
"water",43,511,"kew peepee keepew",1,0
"water",43,511,"kewpshpshkewpew",1,0
"water",43,511,"kewspeespeepewpew",1,0
"water",43,511,"kiwphsphspuwpuw",1,0
"water",43,511,"pchewpchew",1,0
"water",43,511,"pewpeshpeshdepew",1,0
"water",43,511,"pewpew",1,0
"water",43,511,"pewpewpewpewpew",1,0
"water",43,511,"pewpsheepsheepewphew",1,0
"water",43,511,"schwoowpschepscheschwoowpew",1,0
"water",43,511,"shcewpeepeew",1,0
"water",43,511,"tschoopsheepsheeetschoo",1,0
"water",43,564,"shewshewshewshew",3,0
"water",43,564,"pheshew",1,0
"water",43,564,"phewphew",1,0
"water",43,564,"rocketspell",1,0
"water",43,564,"schewschew",1,0
"water",43,564,"schwewew",1,0
"water",43,564,"sheoo",1,0
"water",43,564,"sheow",1,0
"water",43,564,"shhh shhh shhh",1,0
"water",43,564,"shhoushou",1,0
"water",43,564,"shoel shoel",1,0
"water",43,564,"shooshoo",1,0
"water",43,564,"shooshooshooshoo",1,0
"water",43,564,"shwee",1,0
"water",43,564,"shwoo shwoo shwoo shwoo",1,0
"water",43,564,"shwshw",1,0
"water",43,564,"swishwo swishwo swishwo swishwo",1,0
"water",43,564,"thunk sheeoh-sheeoh sheeoh-sheeoh thump",1,0
"water",43,564,"weeeshwew",1,0
"water",44,44,"bloosh",1,0
"water",44,44,"curplunk",1,0
"water",44,44,"glunk",1,0
"water",44,44,"guplunk",1,0
"water",44,44,"kaplunk",1,0
"water",44,44,"kerplunk",1,0
"water",44,44,"kuflint",1,0
"water",44,44,"pasplooshh",1,0
"water",44,44,"perspulass",1,0
"water",44,44,"ploosh",1,0
"water",44,44,"plurp",1,0
"water",44,44,"psyoink",1,0
